==================================
===      ebay-tqs      ===
==================================
==================================
===      Amazon-wsd      ===
==================================
		0.832
GHOS-HM22-7-SOX326		2.08
SOROM-HM18-8-SOX175		2.08
PURPL-ZF3-3-P4BTN39-DPAD		1.56
PLAS-BLK-BDL6-8-SPOT69		2.496
WALDAYL-HM3-2-S0X111		2.08
005GALAXY-HM1-6-SPS4-327		2.288
GRN-X3NM-LC77-3-SHLL16		1.768
BTLFLG-HM90-6-COX188-LH5		0.312
TRA89BLU_PS3_SiSK_33LC85		0.832
CODGO-HM87-6-SOP325		1.248
003GALAXY-HM6-6-SPS4-662		2.288
DIGIGRN-HM20-8-COX153-LH9		0.312
DARKSKUL-HM18-1-SOP416		2.288
RBOWAV-HM5-6-S0SW12		1.664
SWORDA-HM11-2-SPS459		2.288
CPSBOTFIG-HM7-3-YETI-203010		1.248
SWRC832_013_100_BKPP_L		7.28
COLSKUL-HM50-0-SOP466		2.288
SWRC832_013_100_BKPP_M		7.28
VATBOY-HM11-2-C0P478		0.312
ASSC-HM50-1-SOP481		2.288
BLUEXP-HM18-1-COX357-LH1		0.312
BLUEXP-HM58-7-COX139-LH2		0.312
GOW-HM29-6-SOP480		2.288
2-RUSL0501-1NET-32151596WHITE		4.16
FIFA-HM88-8-SOX178		2.08
BKRD-XGS3-1-HOVERSISK53		3.328
WADOG-HM89-8-SOP361		1.248
LGOMV-HM60-0-SOP418		2.288
LEGSH-HM27-7-SOP315		1.248
GOLD-ZF8-6-P4BTN72-DPAD		1.56
VATBOY-HM15-9-SPS461		2.288
INJS-HM70-5-SOP452		2.288
BLU-PS4NM-LC65-1-SHLL1		3.744
PEKOPERA-HM8-6-YETI-203065		1.248
7HMP-10-DRAGBALL22-5-SPS4		0.312
SWRC832_013_100_BKPP_S		7.28
GOLDEN-HM1-9-S0P4-065		2.288
MELT-HM56-8-SOX169		2.08
STARWAR-HMP3-6-LIGTBAR98		0.7488
T8HPHILP-X3SR-7-TOOL002		0.52
CAP-GOLD-YWJ7-1-JRY59		2.496
OWLSET-AAA-2-NK002-908		1.248
BTLFLG-HM92-6-COX359-HG6		0.312
BLUEXP-HM65-2-COX376-HG5		0.312
ABND-55IN-SLZ7-3-FON79		0.728
HEART-AAA-5-NK008-168		0.624
PINK-XGS6-5-HOVERSISK53		3.328
BTLFLG-HM91-9-COX358-LH0		0.312
CODGO-HM16-8-SOX179		2.08
BLUE-ZF7-8-P4BTN61-THUM		1.248
BCL-RD-GXCZ2-6-SPOT79		0.14559999
NEOSPAT-HM11-8-HOVER97		2.184
GREN2030-RU-28-NET-972		4.576
MONEY2-HM1-8-C0P3-3HG		0.312
9MCLR-RUSSE8-8MD1-ROP61		8.736
VATBOY-HM10-9-SPS490		2.288
GLD-X1CR-LC12-9-SHUP10		1.872
BIKBL-BM-SILV-NHW0-2-SPOT87		3.536
TITAN-HM16-2-SOX316		2.08
CODBO-HM65-5-SOP353		1.248
ORG-X3CR-LC73-6-SHLL37		1.768
CTLPNL-HM28-2-SOP468		2.288
SWRC160_013_109_WHPP_S		7.904
REF-BLA-NBB6-3-SLI65		1.664
REBLK-HM63-9-COX167-HG8		0.312
LGOHO-HM53-0-SOX122		2.08
WHITE1515-RU-10-NET-367		3.328
RAINBW-HM0-1-HOVER-TRX260		2.288
MURD-HM28-8-SOP451		2.288
6MCLR-RUSSE5-8MD7-ROP81		6.24
FLYPNK-HM56-7-COX386-LH2		0.312
BFSKULL-HM88-3-SOP463		2.288
DIGIGRN-HM7-8-C0P4-3LH		0.312
BLUEXP-HM9-0-C0P4-7LH		0.312
COLOR1515-RU-11-GNET-337		4.576
BLK92GRN_PS3_SiSK_9LC78		0.832
COLOR30CM-RU-71-METE-893		5.824
BATMA-HM31-7-SOX37		2.08
GODWAR-HM66-2-SOP453		2.288
SLI-WOODEN-HM1-6-PS4S55		2.3295999
RED-P4CR-LC56-0-SHUP20		1.872
HNDSPN-BLUE-XL0-5-TOY71		3.12
YLW50RED_PS3_SiSK_86LC79		0.0
CODBO-HM62-7-SOX352		2.08
SKUNK-HM86-7-SOX188		2.08
MCFT-HM50-2-SOP488		2.288
CREAMW-HM20-8-SOP499		2.288
#NAME?		3.328
WHTBFLY-HM91-2-SOP489		2.288
GRN-X1CR-LC89-0-SHUP56		1.872
TITAN-HM81-3-SOX110		2.08
CALLOFD-TSION5-8-LIGTBAR56		0.7488
GREN2030-RU-28-GNET-972		5.824
SWRC899_001-130_BLRD_M		9.984
SWRC899_001-130_BLRD_L		9.984
GHOS-HM89-6-SOX175		2.08
BLK37BLU_X3_SiSK_16LC20		0.0
10FT-LED-DYY2-3-GALD-HME32		6.24
BLUE30CM-RU-96-METE-702		5.824
SWRC899_001-130_BLRD_S		9.984
MRSUS-HM6-6-SOX198		2.08
SKULRED-HM6-3-C0P4-3LH		0.312
SWRC893_608_3B_BLVBU_L		17.68
WTNO-HM55-8-SOX166		2.08
REF-KHA-NBB6-1-SLI56		1.664
FLGSLNT-HM8-9-C0P4-8HG		0.312
GLD-PS3CR-ZF12-2-SHLL6		2.08
12MWMW-RUSSE6-8MD8-ROP61		11.648
BATMAN-YRCY1-6-P4LB36		0.7488
X3-BLKGRN-BLKGRN-WSD		3.328
YLW53RED_PS3_SiSK_51LC36		0.832
IVY-10P-AK6-6-WINCDL68		9.984
PURLIT-HM12-2-HOVER08		2.184
SOUPK-HM21-0-SOX368		2.08
BIOH-HM36-1-SOP428		2.288
UNIVER-HM12-1-HOVER37		2.184
SWRC893_608_3B_BLVBU_S		17.68
JOBTMAN-HM16-5-C0X175		0.312
SWRC893_608_3B_BLVBU_M		17.68
TSMI-HM63-6-SOX198		2.08
FLYLVN-HM88-8-COX361-LH0		0.312
TITAN-HM13-0-SOX136		2.08
FLGHORZ-HM29-3-COX180-HG1		0.312
PURLIT-HM8-7-HOVER-T167		2.288
ASSCD-HM10-8-SPS4-612		2.288
BLUEXP-HM3-5-C0P4-6HG		0.312
2GRYPINK-MRSTEAZZ-5-TEA-668		0.0
30IN-WH-YJM6-0-CRMBAG-HME55		2.8496
MONEY2-HM7-3-C0P4-9HG		0.312
DARVD-HM18-8-SOX165		2.08
MLB-HM11-5-SOX139		2.08
GLFYETDOG-HM8-7-YETI-203073		1.248
SMAN-HM31-1-COX369-HG1		0.312
HALO4-HM58-6-SOP450		2.288
2X65MM-GPGS7-5-WallPads85		2.6540802
BLUDMN-HM1-9-C0P3-6HG		0.312
SKUNK-HM63-9-SOP496		2.288
GHOS-HM96-7-SOP326		1.664
BLKORG-ZFN1-9-P3CTLR18		8.736
BLK-X3NM-LC70-9-SHLL57		1.768
FLGSLNT-HM88-8-COX381-HG1		0.312
BLU-X1CR-LC75-6-SHUP36		1.872
8-GZPGS98-LOCK32-8L2K262-WSD		7.8208
SKLUSCALE-SAR6-LEGIN19		2.392
BLUE2030-RU-25-GNET-569		5.824
BLUE50CM-RU-76-METE-569		7.904
TRECDL81-10P-LZL296		9.88
JOMAN-HM1-6-S0P3-485		1.248
METLBLA-SAR6-LEGIN29		2.496
GlD-X1CR-LC86-8-SHLL90		3.744
DIHOD-HM18-5-SOX387		2.08
FLGDOGSUF-HM8-0-YETI-203030		1.248
COPPER-ZFN2-8-P3CTLR10		8.736
REBLK-HM29-7-COP425-HG3		0.312
X3-BLKGRN-GRNBLU-WSD		3.328
GREN1515-RU-21-NET-811		3.328
CODGO-HM28-5-SOP492		2.288
GLD-PS4CR-LC79-5-SHLL67		3.744
VATBOY-HM15-7-SPS499		2.288
BLACHV-HM16-8-HOVER19		2.184
BLUDMN-HM39-5-COX387-HG8		0.312
BERDOGDER-HM0-6-YETI-203027		1.248
PURSCALE-SAR6-LEGIN20		2.392
WEDBLK-HM93-2-COX372-LH8		0.312
NBA-HM18-9-SOX136		2.08
BLPRLIN-HM5-3-S0X173		2.08
RBODOD-HM0-6-S0SW66		1.664
BATHM-HM3-8-SOP368		1.248
FILB-CLR-FSJL5-6-BLL-HME26		3.9208
KITTY-SAR6-LEGIN30		1.248
VOD-HM10-9-SOP473		2.288
HALO-HM8-1-SOX397		2.08
BTLFLG1-HM0-9-C0P3-1HG		0.312
BAFID-HM28-9-SOX381		2.08
GRN-PS3CR-ZF35-8-SHLL36		2.08
UNITY-HM10-7-SOP477		2.288
MLB-HM31-5-SOP386		1.248
NOCARTOON-SAR6-LEGIN68		1.248
WEDBLK-HM78-1-COX187-LH8		0.312
FRFLAG-HM82-0-SOX380		2.08
METGEAR-HM1-0-S0P4-335		2.288
FLYPNK-HM81-8-SOP381		1.248
MTLX-BLU-BDL5-0-SPOT77		4.16
BIKBL-LV-PUR-NHW2-6-SPOT13		0.24960001
OWNSET-AAA-0-NK001-822		1.248
BIKELC-CHAIN-NHW1-0-SPOT96		3.328
FLAGD-HM10-3-SOP459		2.288
DIGIGRN-HM8-8-C0P4-8HG		0.312
BHM-SLV-SRA5-3-3SETER77		3.12
WHITE2030-RU-31-GNET-280		5.824
9-RUSL0243-2G56-6850M69COLOR		4.16
CAROPAT-HM8-9-S0X168		2.08
BLK_PCSY35_CBL_82LC69		0.39519998
ZELDA-HM1-2-S0SW62		1.664
BTLFLG-HM39-1-COP382-HG0		0.312
25IN-RED-FJY1-6-CRMBLL-HME91		1.872
BLK08BLU_PS3_SiSK_10LC58		0.0
GTAV-HM73-2-SOX373		2.08
DEDPOL-HM26-8-SPS431		2.288
CAMWEED-HM6-7-YETI-10OZ86		1.248
PURLIT-HM6-8-HOVER-TRX211		2.288
REBLK-HM10-8-COP398-HG6		0.312
SON-HM36-7-SOP498		2.288
NEBULA-HM8-0-C0X1-5LH		0.312
BFLYCSET-AAA-3-NK007-339		1.248
PERLSET-AAA-2-NKER001-103		3.224
KINHERT-HM70-6-SPS499		2.288
BATMAN-HM1-1-S0X1-931		2.08
STAWAR-HM56-7-S0X190		2.08
RED2030-RU-55-NET-280		4.576
MONEY-HM88-2-COX121-HG7		0.312
EAGDERHUT-HM0-3-YETI-203052		1.248
OWLSET-AAA-2-NK001-979		1.248
3MULTR-SLV-SRA8-5-ERA68		2.08
BIKBL-SM-SILV-NHW3-6-SPOT66		2.912
DIGIRED-HM98-9-COX155-LH9		0.312
PPL-PS3CR-ZF99-7-SHLL65		2.08
BLUEFIRE-HM66-3-SOP476		2.288
PPL-X3CR-LC3-9-SHLL21		1.768
BLK60GRN_X3_SiSK_65LC72		0.832
6MPUM-RUSSE2-8MD5-ROP86		6.656
SKULRED-HM3-0-C0P3-1HG		0.312
SIVER-ZF8-1-P4BTN22-DPAD		1.56
BNDT-HM12-5-SOX136		2.08
BLU-P4CR-LC73-8-SHUP93		1.872
GHOS-HM81-6-COP428-HG3		0.312
WEDBLK-HM82-8-COP388-HG7		0.312
GRN-PS4NM-LC81-2-SHLL86		3.744
WARMW2030-RU-05-GNET-652		5.824
IVY-6P-AK6-2-WINCDL65		6.1152
DIGIRED-HM80-5-COX388-HG1		0.312
FRFLAG-HM80-3-COX118-LH5		0.312
32IN-SLV-FJY7-3-CRMBLL-HME78		3.12
SLI-005GALAXY-HM2-6-PS4S28		2.3295999
BTLFLG-HM2-1-YETI-10OZ30		1.248
AJORDA3-HM92-7-SPS465		2.288
HERATSET-AAA-8-NK008-227		1.248
9MBLU-RUSSE3-8MD6-ROP29		8.736
BIKBL-RE-GLD-NHW2-2-SPOT26		0.4576
STARWAR-HM12-8-C0P425		0.312
DOODLE-HM32-0-SOX188		2.08
NBA-HM85-8-SOX360		2.08
MONEY-HM91-5-SOP472		2.288
BLUDMN-HM7-3-C0X1-8LH		0.312
BIKBL-LV-BLU-NHW7-8-SPOT86		0.24960001
WEEDBL-HM6-6-S0SW68		1.664
6MBLU-RUSSE2-8MD2-ROP68		6.24
MINCFT-HM11-1-C0P336		0.312
WARMW50CM-RU-37-METE-291		7.904
6MWMW-RUSSE6-8MD5-ROP86		6.656
DARTH-HM69-3-SOP488		2.288
32IN-RED-FJY6-1-CRMBLL-HME69		3.12
ORG-PS3CR-ZF90-5-SHLL71		2.08
BLUDMN-HM5-7-C0P3-8LH		0.312
BLUDMN-HM1-9-C0X3-1LH		0.312
BLUEXP-HM6-0-C0P3-9LH		0.312
MU8RL-DNGL-GLD-SRA5-7-BACE80		4.16
FLGCOPDER-HM7-6-YETI-203052		1.248
DIGIGRN-HM61-8-COX361-LH0		0.312
BLUSCALE-SAR6-LEGIN12		2.392
REVIL-HM23-5-SPS412		2.288
MONEY1-HM7-1-C0P4-5HG		0.312
REAP-HM71-8-SOP422		2.288
X3-BLKGRN-BLUWHT-WSD		3.328
6-GZPGS82-LOCK02-2L1K005-WSD		2.74768
CODGO-HM88-0-SOX330		2.08
GOW-HM89-1-SOP457		2.288
PS3-YLWRED-BLKRED-BLUWHT-BRWWHT		3.328
BLK-PS4NM-LC68-3-SHLL71		3.744
STSL-COLOR-SRA1-7-3SETER25		2.08
BLFIRE-HM8-0-S0SW69		1.664
CABOBL-HM7-2-S0SW22		1.664
GUACA-HM68-9-SOX17		2.08
ASSC-HM88-1-SOX127-CN		2.08
TRISUA-PLT-S60-3-ER72		1.05664
STARWAR-HM1-0-S0P4-832		2.288
VATBOY-HM19-3-S0X176		2.08
SPIDMAN-HM76-3-SOP413		2.288
BATMAN-HM15-3-S0X150		2.08
RED-X1CR-LC79-7-SHUP38		1.872
BLK60GRN_X3_SiSK_56LC0		0.832
BCL-BE-GXCZ2-6-SPOT69		0.14559999
GTAV-HM81-9-SOP458		2.288
MIN-HM76-3-SOX351		2.08
BLUE-ZF2-5-P4BTN26-BUTN		1.248
BLOODBOR-HM11-5-SPS425		2.288
WRIST-BL-BLK-YWD5-1-SPTO12		2.08
MONEY1-HM0-7-C0X1-2LH		0.312
STASTRIP-HM6-3-HOVER-T116		2.288
WRIST-BL-CLR-YWD3-2-SPTO65		2.08
MTLY-BLU-BDL6-0-SPOT78		9.36
WRIST-BL-GRN-YWD0-6-SPTO72		2.08
BLIN-HM89-0-SOP381		1.664
GLD-10P-AK8-5-WINCDL56		10.7744
WEDBLK1-HM6-5-C0P3-6HG		0.312
BLK13RED_PS3_SiSK_19LC69		0.832
65MM-GPGS5-8-WALSAVR56		1.3270401
GOW-HM79-8-SOX112		2.08
LITWAV-HM6-6-HOVER-T561		2.288
25IN-GLD-FJY0-0-CRMBLL-HME15		1.872
BAFID-HM18-8-SOX362		2.08
MNCR-HM25-0-SOP379		1.248
RED-ZF2-3-P4BTN59-THUM		1.248
SKULRED-HM9-3-C0P3-3LH		0.312
FLGHORZ-HM5-9-C0P3-0HG		0.312
GOLDEN-HM3-8-S0SW56		1.664
LIOELEDER-HM1-5-YETI-203038		1.248
GHOS-HM30-9-COX320-LH9		0.312
9-RUSL7851-98C9-5682M75BLUE		4.16
BLACK-XGS5-3-HOVERSISK70		3.328
DOODLE-HM6-6-S0SW32		1.664
SKL-X1NM-LC55-5-SHUP82		3.12
BATMAN-HM1-8-S0P4-093		2.288
BORLA-HM17-2-SOX387		2.08
WOOD-HM16-3-SOP438		2.288
DRABALL-HM1-7-S0P4-765		2.288
SIVER-ZF1-6-P4BTN26-BUTN		1.248
WIDW-HM98-5-SOX188		2.08
GREEN-ZF5-0-P4BTN15-THUM		1.248
BIKBL-LV-RED-NHW5-5-SPOT35		0.24960001
LEGO-HM10-3-SOP483		2.288
BAFID-HM57-1-SOX139		2.08
BLK_PCSY25_CBL_32CA99		0.39519998
REBLK-HM86-6-COX328-HG3		0.312
CRSL-LDLT-2PCS-LLZ8-0-HME23		5.824
WDOG-HM98-7-SOP415		2.288
VATBOY-HM10-3-SPS401		2.288
CPDMW-HM2-3-SOP33		1.248
VATBOY-HM11-2-SPS499		2.288
FIFVII-HM95-7-SPS412		2.288
25IN-SLV-FJY1-5-CRMBLL-HME23		1.872
RED2030-RU-55-GNET-280		5.824
BLUEFIRE-HM77-8-SOP485		2.288
TQBSET-AAA-2-NKERBRRG006-767-WSD		3.224
ASSC-HM70-5-SOX127		2.08
ELDER-HM38-8-SOX398		2.08
REBLK-HM91-9-COX358-LH3		0.312
SPMAN-HM10-5-SOX180		2.08
DRAGBZ-HM28-1-SPS458		2.288
RAINBW-HM2-6-HOVER-T530		2.288
11URL-GLD-SRA1-5-BACE13		4.16
WEED-HM86-3-SOX357		2.08
CODGO-HM75-0-SOP415		2.288
NTLSTN-SQIN-S61-7-ER22		2.24432
WRIST-BL-BLU-YWD7-3-SPTO13		2.08
BTLFLG2-HM6-8-C0P4-6HG		0.312
NBA-HM76-5-SOX188		2.08
MISTN-LOG-S68-3-ER35		1.1855999
SUHEROES-HM11-9-C0X189		0.312
BLCK-HM68-5-SOP461		2.288
BRW59WHT_PS3_SiSK_96LC3		0.832
STASTRIP-HM2-3-HOVER-TRX265		2.288
BIKELC-RING-NHW1-3-SPOT92		2.496
DARKSKUL-HM87-2-SOP477		2.288
WARMW2030-RU-05-NET-652		4.576
CAMOU-ZFN7-9-P3CTLR11		8.736
WHITE2030-RU-31-NET-280		4.576
CAND-6PCS-HYX6-1-LD56		7.9456
BIKBL-LV-BLK-NHW0-6-SPOT63		0.24960001
CODGO-HM5-8-SOP388		1.248
STARS-HM10-0-HOVER03		2.184
RED-ZF1-3-P4BTN68-BUTN		1.248
GANAWD-HM68-3-SOX127		2.08
GOLD-ZF2-1-P4BTN97-BUTN		1.248
GOLD-ZFN6-8-P3CTLR51		9.984
DIGIRED-HM75-5-COX397-LH0		0.312
WIDW-HM55-0-SOP480		2.288
X3-BRWWHT-BLUWHT-WSD		3.328
ASYFYHST-SLV-S67-6-BCLT39		1.5807999
FLYLVN-HM50-3-COX115-HG8		0.312
WAVE-PINK-HX1-3-BAKET83		8.736
CANABI-HM5-1-SOP491		2.288
DULAPD-GLD-SRA8-7-NECL96		2.808
OWLSET-AAA-1-NK003-179		1.248
FIFA-HM8-8-SOX315		2.08
DIABL-HM33-2-SOX365		2.08
ROSEGREN-HM2-6-YETI-10OZ18		1.248
SWRC782_001-314_YWRD_L		9.984
SWRC782_001-314_YWRD_M		9.984
BALLIN-HM72-0-SOX170		2.08
DIGIRED-HM68-3-COP350-LH8		0.312
SWRC782_001-314_YWRD_S		9.984
GOLD-ZF5-7-P4BTN60-THUM		1.248
NBA-HM7-5-SOP477		2.288
COLOR2030-RU-99-GNET-065		5.824
BLKYLW-ZFN9-3-P3CTLR87		8.736
BLUFIRE-HM78-2-SOX189		2.08
25IN-BLU-FJY8-1-CRMBLL-HME29		1.872
BRW90WHT_PS3_SiSK_56LC78		0.832
9-RUSL5991-2NET-77203035WHITE		4.16
ASSC-HM88-1-SOX127		2.08
BLK_2XPCSYPC_CBL_68CA58		0.832
ASSAN-HM81-0-SOX376		2.08
FRFLAG-HM39-6-COP323-LH8		0.312
SKULRED-HM1-2-C0P4-3HG		0.312
TCCP-FLESH-SRR3-2-LEIN77__S		0.0
WEDBLK1-HM0-7-C0P4-1HG		0.312
BLID-13FT-SDQ1-3-SPOT16		6.656
TCCP-FLESH-SRR3-2-LEIN77__M		0.0
TCCP-FLESH-SRR3-2-LEIN77__L		0.0
DIGIRED-HM9-5-C0P4-5HG		0.312
SUHEROES-HM67-3-SOX188		2.08
STARS-HM7-6-HOVER-T122		2.288
SIVER-ZF8-8-P4BTN65-THUM		1.248
TOKYOGL-HM29-3-SPS493		2.288
TSMI-HM6-9-SOP368		1.664
SLI-TORNFLAG-HM8-6-PS4S33		2.3295999
PPL-X1CR-LC39-7-SHUP86		1.872
FRFLAG-HM73-9-COX382-LH8		0.312
REBLK-HM66-5-COX186-LH6		0.312
SEL-PIN-HG6-3-SPTCVR60		3.328
FLYLVN-HM95-2-COX326-HG9		0.312
SPIDMAN-HM89-8-SOP421		2.288
BLKGRN-ZFN2-1-P3CTLR86		8.736
COLOR20INCH-RU-55-METE-557		7.904
LEGSH-HM37-2-SOX16		2.08
DOODLE-HM17-8-SOP499		2.288
WHITE50CM-RU-26-METE-600		7.904
SLV-10P-AK3-3-WINCDL86		10.7744
REAP-HM26-6-SOP356		1.664
FLGSLNT-HM5-3-C0P3-1HG		0.312
STASTRIP-HM2-1-HOVER-T517		2.288
BTLFLG1-HM2-2-C0P4-9LH		0.312
FULLGREEN-HM6-7-YETI-10OZ83		1.248
BATMAN-HM1-6-S0X1-060		2.08
GREFRE-HM6-7-HOVER-TRX212		2.288
CALLOFD-HM1-3-S0P4-025		2.288
FRFLAG-HM88-7-SOP428		2.288
BLK66BLK_PS3_SiSK_25LC88		0.832
DDW-HM28-1-SOP472		2.288
PUNKMTL-SLV-S65-6-CHKR29		1.7784001
DBL-HM87-7-SOP492		2.288
COLSKUL-HM73-1-SOX173		2.08
SLI-PAINT-HM0-6-PS4S20		2.3295999
DIM-SLV-SRA2-6-NECEARI72		2.184
GREAPER-HM35-3-SOP460		2.288
BAFID-HM52-8-SOX131		2.08
BTRV-SILV-DGMC7-5-ELCT16		9.36
PPL-X1CR-LC81-3-SHLL1		3.744
PLZ-HM2-3-SOX16		2.08
BOLDWH-HM75-1-SOP432		2.288
STARS-HM6-2-HOVER-T516		2.288
WOODGRN-HM2-6-C0P4-5LH		0.312
DEDPOL-HM60-7-SPS459		2.288
FOONFL-HM13-5-SPS476		2.288
LITWAV-HM10-8-HOVER90		2.184
BTRV-BLK-DGMC5-5-ELCT81		9.36
TORN-HM30-9-SOX163		2.08
FLGHORZ-HM86-1-COP486-LH8		0.312
WAVE-WHITE-HX8-1-BAKET33		8.736
OWL-AAA-5-NK004-300		0.624
FLYPNK-HM7-3-C0P3-5LH		0.312
MOBSUIT-HM1-3-S0X1-277		2.08
HEART-AAA-7-NK012-851		0.624
DIGIGRN-HM39-5-COX368-HG9		0.312
BLU-X1NM-LC77-8-SHLL1		3.744
DIGIPNK-HM68-6-COP460-HG8		0.312
ME--FLAT-12M-RUES2-8-RP65		15.08
TRA39WHI_PS3_SiSK_33LC55		0.832
MONEY1-HM8-2-C0X3-3LH		0.312
SPMAN-HM72-0-SOX195		2.08
WOODGRN-HM1-9-C0P3-0HG		0.312
TC-SLV-SRA6-7-NECL67		5.2
ZELDA-HM2-3-S0SW51		1.664
GRN-X1NM-LC33-6-SHLL68		3.744
PLZ-HM71-8-SOX376		2.08
JOBAT-HM62-2-SOX182		2.08
FLYPNK-HM6-7-C0P4-3HG		0.312
MONEY-HM88-2-SOP435		2.288
TURTL-AAA-3-NK009-797		0.624
WAVE-BRTGREN-HX2-6-BAKET12		8.736
DARKSKUL-HM92-3-SOP463		2.288
MLB-HM11-9-SOX362		2.08
1-RUSL1651-2NET-58203022PURPL		4.16
CRST-SLV-SRA3-7-RNST671		2.808
FIFA-HM18-3-SOP382		1.248
SLV-2P-AK5-3-WINCDL62		2.5792
GTAV-HM77-1-SOP388		1.248
REF-GRN-NBB1-2-SLI91		1.664
MTLX-RED-BDL6-0-SPOT97		4.16
SLI-KINHERT-HM1-3-PS4S79		2.3295999
BIKBL-LV-YEL-NHW3-6-SPOT33		0.24960001
HEART-SAR6-LEGIN23		1.248
DIGIGRN-HM1-8-C0P3-7LH		0.312
4X90MM-GPGS3-6-WallPads50		3.27808
BLK83GRN_X3_SiSK_1LC68		0.0
25IN-PPL-FJY1-6-CRMBLL-HME76		1.872
DIABL-HM79-2-SOX132		2.08
LEGVG-HM52-8-SOX377		2.08
FLGDOGDER-HM3-1-YETI-203063		1.248
FLGSLNT-HM95-7-COX129-HG8		0.312
DEDPOL-HM35-6-S0X183		2.08
VATBOY-HM15-5-C0P436		0.312
PS3-BRWWHT-BLKGRN-BLKRED-BLUWHT-WSD		3.328
FSTM-HM55-7-SOX126		2.08
GHOS-HM1-3-C0P4-6HG		0.312
BTLFLG-HM80-6-COX187-HG5		0.312
ASSCRED-HM1-8-S0P4-185		2.288
METSILR-SAR6-LEGIN78		2.496
SLI-SKUNK-HM2-0-PS4S80		2.3295999
WARMW30CM-RU-96-METE-690		5.824
MTLY-RED-BDL1-6-SPOT13		9.36
DIGIPNK-HM5-8-C0P4-1HG		0.312
TSMI-HM15-3-C0P402		0.312
AVP-HM58-7-SOP461		2.288
BLUFRE-HM2-6-HOVER-TRX279		2.288
BFLG-HM87-6-SOX163		2.08
OPUS-AAA-1-NK006-216		0.624
SKULRED-HM87-7-COX199-HG1		0.312
FLGHORZ-HM68-3-COX356-LH9		0.312
REAP-HM33-2-SOX351		2.08
24IN-GRN-NQJJ1-8-WREATH31		14.56
SLV-PS4CR-LC85-1-SHLL6		3.744
==================================
===      Amazon-tqs      ===
==================================
3-HMPT699FP-SP3S-5GTAV010		1.248
		0.0
3-AAA-NK003-ER003-OWLSET-91		1.248
RC_SWM5_BLRD_001-130_M		9.984
8-HMPT17-HOVER-52NEBULA669		2.184
8-RUSL60-G-2NET-01203000WARMW		5.824
RC_SWM5_BLRD_001-130_L		9.984
3-HMPT13-SPS4-02DRAGBALL285		0.312
1-HMPT68-HOVER-T1-69STASTRIP665		2.288
5-HMPT81-S0SW-66ZELDA361		1.664
9-SAR-CHKR12-GRYGEM-96		2.2464
3-SAR5-1SCK-PRL06-BLSPER56-66		1.4976
RC_SWM5_BLRD_001-130_S		9.984
2-HMPT16DBL-CPS4-6BTLFLG-UNVERSE		1.7055999
8-HMPT899FP-S0X3-6PVSZ227		2.08
6-HMPT72-S0SW-78CABOBL630		1.664
6-RUSL7851-56C9-7905M88WARMW		0.0
2-HMPT2270-C0X1LH-0FLGHORZ392		0.312
5-RUS89-ROP36-9M8MD-029PUW		9.152
8-10034211-1001-89910004_CE		1.768
3-SAR3-NKLC-HND-GLD-07		0.24960001
2-HMPT2198-SPS4-09ASSC215		2.288
3-NHLW56-SPT-70BKBEL-LV-GRE106		0.24960001
2-HMPT3382-C0X1LH-2WEDBLK2179		0.312
3-HMPT6977-CX36-3BTLFLG002		0.312
7-TSION51-LIGTBAR-52PS4LOGO611		0.7488
8-TSION80-LIGTBAR-22SPIDMAN825		0.7488
6-HMPT69-HOVER-33BIOHARZ711		2.184
3-HMPT569FP-S0X1-6MLBS221		2.08
6-HMPT93-YETI-10OZ-89AMERFLAG520		1.248
9-HMPT225-S0P4-WHTBFLY03		2.288
6-HMPT719FP-SP3S-9MNCR013		1.248
5-SAR3-VR-ERNK-BALL-93		6.9326406
8-JM96-HM-WRTHBAG-60-25IN-RED678		2.4336
1-SAR3-PIN-PRL-GLD-86		0.936
5-SAR6-LEGIN-PURSCALE-12		2.392
8-SAR3-BCLT-FGLOP-SLV-87		0.82992
3-SAR6-LEGIN-GOLSCALE-30		2.392
7-SARA69-NKLC-27TPCONE-SLV667		5.2
2-SAR-NKLC5-SLVTSBIB-63		1.352
0-HMPT91-YETI-2030-50FLGDOGSUF565		1.248
8-10026671-0002-75910008		6.24
2-RUSL8931-1NET-56151511GREN		3.328
3-10055371-3001-33340005		2.08
0-HMPT56-HOVER-TRX2-58LITWAV196		2.288
2-WZLI7247-SX3S-18TSMI0315		2.08
0-HMPT899FP-SP3S-1CRED4BF002		1.248
8-HMPT7561-SXBO-66MCFT007		2.08
8-SAR3-PIN-CSTL-GLD-29		0.936
1-100029111-2001-53230001		0.312
8-ZF935-X3CTLR-969YLW		9.984
6-AAA-NK004-ER004-OWLSET-03		1.248
7-HMPT885FP-S0X1-2BATMAN075		2.08
3-HMPT529FP-S0X3-9FIFA213		2.08
8-HMPT12-YETI-2030-65FLGDOGDER662		1.248
6-SWZF93-SWCH4-90BLA-WHEE560		3.328
9-LZL28-LED-WW-13IN-9TEACDL99		6.76
9-SAR5-2ERING13-SLVCLOV75-35		1.5878513
5-RUSL36-G-2NET-79203083YELLW		5.824
6-WZLI9247-S0X1-37SKUNK0314		2.08
6-LZ99SH-2X36-2ORG-ORG-KWH		3.536
0-HMPT9232-CX36LH-2FLGHORZ583		0.312
2-SAR5-7NKLC78-SAGIT26-89		5.434
9-HMPT1247-CPS3-72STARSTRIP		0.312
