==================================
===      ebay-tqs      ===
==================================
==================================
===      Amazon-wsd      ===
==================================
		0.832
HXL5077BAKET53_SHXL9677WAVE-FLTGREN2		8.736
XLY8877TOY36_SHXL5277HNDSPN-RED6		3.12
FH3884CRMBAL-HOE65-5384-32IN-RED5		3.12
HBD7877PORT53_5077MTLY-BLK3		9.36
SAR65077NKLC65_SHXL2177KOVT-AMH1		1.89696
FH5678CRMBAL-HOE66-6878-25IN-SLV0		1.872
HMPT7377YETI-203090_SHXL8577FLGTREHUT7		1.248
ZHOUF3277P4BTN50_DPAD3677ROSRD7		1.56
HYQ2177DLE71_7577CNY-6PCS2		7.9456
HMPT5777HOVER-T1_9777GREFRE1		2.288
ZHOUF5577P4BTN28_DPAD5977GOLD3		1.56
SRA89BLCA76_22BHH9-BLU5		4.784
SAR6LEGIN66_SHXL3277METSILR		2.496
FH5583CRMBAL-HOE17-5583-32IN-SLV7		3.12
SAR6LEGIN55_SHXL2777MBLASTRPS		6.656
HMPT6077HOVER-T556_1677GREFRE8		2.288
HMPT1677HOVER-T1_9677RAINBW6		2.288
URS2777REP60_3377MC--FLAT-9M5		12.2096
LW9077PORT66_7277BIKBL-BM-BLK5		3.536
XGS8177HOVERSISK50_SHXL6677PINK6		3.328
PYANG3677TOY15_1177HANSPN_CR-SL2		4.576
HMPT2177S0SW17_2177EMOJI6		1.664
SAR6LEGIN17_SHXL9977METGOLD		2.496
SAR62177ER76_SHXL3077MISTN-LOG6		1.1855999
HMPT9077HOVER-T1_7177STARS6		2.288
SAR6LEGIN15_SHXL6877TOTORO3		1.248
DCL6877HOVER13_HMPT3977STARS68		2.184
HMPT3177HOVER-T590_6077STASTRIP6		2.288
BL6977PROJECTLGT56_SHXL7977OUTDOOR6		7.488
FLS6677ORBL-HOE76-8677FILB-CLR5		3.9208
YWDX58SPRT61_72WRST-BAL-GRN5		2.08
XGS8977HOVERSISK61_SHXL5577BKRD1		3.328
SHQL6677SPRT70_6777CAMNET-13FT5		6.656
RUSEL9679ROP_8MD69_SHXL677912MCLR5		11.024
YWDX30SPRT68_18WRST-BAL-BLU3		2.08
SRA20EARR25_70MULTRA-SLV2		2.08
SRA12EARR3SET56_668SAP-GLD0		2.808
HMPT2017S0SW68_9577BLFIRE6		1.664
HMPT8277HOVER-T1_8177EMOJI2		2.288
HMPT9877YETI-203066_SHXL6577FLGCOPDER2		1.248
HMPT2277S0SW88_2877BLRED0		1.664
HMPT8777PS4S69_5777SLM-DEDPOL1		2.3295999
HMPT6077HOVER-TRX2_1877RAINBW3		2.288
HBD7677PORT83_8077MTLY-BLU3		9.36
HMPT6677PS4S50_7877SLM-TORNFLAG5		2.3295999
RUSEL6677ROP_8MD25_SHXL577712MWMW3		11.648
HXL6677BAKET75_SHXL3677WAVE-SEABLUE2		8.736
HMPT6577S0SW62_5077GRFIRE5		1.664
YIFAT2077TOY69_5577HANSPN_LIT-BL6		2.08
AKT6177WINCDL93_SHXL5877SLV-6P6		6.6976004
ZHOUF6277P4BTN17_BUTN9077GREEN6		1.248
DBZY67TISSUE-ARTS69-PAPER-BAL-BLUE		2.808
HMPT2677S0SW65_6277PIFIRE8		1.664
LZL5977TRECDL26_SHXL297710P3		9.88
SHQL2577SPRT76_3777CAMNET-23FT8		11.336
HMPT7177S0SW16_7777RAINBOW1		1.664
RUSEL9177ROP_8MD69_SHXL23776MBLU6		6.24
HMPT5777YETI-203050_SHXL1777EAGDERHUT6		1.248
HMPT8077PS4S61_6377SLM-BTLFLG2		2.3295999
ZHOUF8177P4BTN19_BUTN5377SIVER7		1.248
HMPT6177HOVER-TRX2_3977STASTRIP8		2.288
FH6285CRMBAL-HOE16-5985-32IN-PPL8		3.12
HMPT7677S0SW16_5677ZELDA1		1.664
HMPT6877S0SW63_6777ZELDA8		1.664
SRA18NEKC63_783PTCI-GLD2		4.888
YM1685CRMSBG-HOE91-1385-30IN-WH6		2.8496
SHQL6777SPRT76_2877CAMNET-10FT5		5.096
HMPT6277PS4S95_5877SLM-DOODL3		2.3295999
LW5677PORT81_6377BIKBL-RE-GLD1		0.4576
SAR62977CHKR32_SHXL1677PUNKMTL-GLD8		1.7784001
HMPT5277YETI-203062_SHXL6277GLFYETDOG7		1.248
GZP8177WALSAVR97_SHXL907790MM8		1.63904
LW1877PORT78_8277BIKBL-LV-BLU5		0.24960001
HXL9277BAKET38_SHXL2277WAVE-BRTGREN2		8.736
SAR6LEGIN09_SHXL7777GRELEAF		3.536
DCL2177HOVER36_HMPT5677BLUFRE01		2.184
DCL6677HOVER10-HMPT6177GREFRE65		2.184
ZHOUF5777P4BTN57_DPAD7777PURPL8		1.56
RUSEL8877ROP_8MD25_SHXL86776MPUM1		6.656
ZHOUF7677P4BTN85_BUTN1577PURPL6		1.248
HYQ7977DLE20_8777CNY-10PCS1		10.8368
HMPT7177S0SW69_1877BLFIRE3		1.664
SAR67377NKLC87_SHXL82772LYRVTBAR-GRN0		1.352
ZHOUF1277P4BTN87_THUM2977ROSRD3		1.248
ZHOUF8077P4BTN92_THUM9377BLACK3		1.248
DGHS1577SPTCVR70_SHXL3677SEL-BLU6		3.328
ZHOUF5277P4BTN85_DPAD2377BLUE8		1.56
SWZF2277SWCH492_SHXL6877BLA-WHEE3		4.16
HMPT7677HOVER-T510_7277RAINBW8		2.288
SAR67877CHKR62_SHXL9877METALGLD5		2.5895998
HMPT7977YETI-203063_SHXL2277BERDOGDER6		1.248
SAR6LEGIN58_SHXL6577GOLDCOLR		2.496
HMPT1177S0SW88_2977ZELDA8		1.664
HMPT6077PS4S65_3277SLM-WEDBLK6		2.3295999
HMPT6277S0SW71_6677MARIO0		1.664
ZHOUF7377P4BTN83_BUTN6377BLACK8		1.248
SAR6LEGIN88_SHXL6177SKLUCALE		2.392
GZP9777WallPads20_SHXL81772X65MM2		2.6540802
SRA36NEKC87_60MULTRA-GLD6		6.656
YWDX61SPRT73_65WRST-BAL-BLK8		2.08
AKT2377WINCDL25_SHXL8177IVY-10P0		9.984
HMPT2777HOVER-TRX2_5777GREFRE2		2.288
==================================
===      ebay-ve      ===
==================================
		0.832
WTNO-HM55-8-SOX166-VE		2.08
MCFT-HM67-2-SOX189-VE		2.08
WDTAK-HM6-1-SOX389-VE		2.08
BTLFLG-HM92-6-COX359-HG6-VE		0.312
CODG-HM78-8-SOX159-VE		2.08
BAFID-HM18-8-SOX362-VE		2.08
CAM-P4NM-LC27-9-SHUP89-VE		3.12
COLOR2030-RU-99-NET-065-VE		4.576
MONEY-HM91-5-SOP472-VE		2.288
METGEAR-HM1-0-S0P4-335-VE		2.288
HALO-HM23-8-SOX181-VE		2.08
ME--FLAT-6M-RUES5-5-RP27-VE		9.3392
COLSKUL-HM50-0-SOP466-VE		2.288
WHITE1515-RU-10-NET-367-VE		3.328
SWRC808_A07_04J_CMPP_S-VE		14.352
FLGHORZ-HM5-9-C0P3-0HG-VE		0.312
ASSC-HM88-1-SOX127-VE		2.08
SLI-DOODL-HM7-1-PS4S66-VE		2.3295999
350CMBLU-ZX99-ICL86-VE		0.0
DIGIPNK-HM18-8-COX327-LH8-VE		0.312
SPMAN-HM10-5-SOX180-VE		2.08
0-RED+PURPLE-LEAFZZ-8-TEA-218-VE		0.5616
BTLFLG-HM80-6-COX187-HG5-VE		0.312
DARTH-HM23-6-SOP426-VE		2.288
CAPTAIN-HM1-2-S0P4-131-VE		2.288
REAP-HM12-9-SOX138-VE		2.08
SKUNK-HM78-5-SOP312-VE		1.664
BLK66BLK_PS3_SiSK_25LC88-VE		0.832
SWRC683_017-701_RFPP_M-VE		12.064
SKULRED-HM55-0-COX170-LH0-VE		0.312
CAMFLG-HM2-9-C0P3-0HG-VE		0.312
PLZ-HM71-8-SOX376-VE		2.08
BLK_PCSY35_CBL_82LC69-VE		0.39519998
VATBOY-HM15-9-SPS461-VE		2.288
BLU-P4CR-LC73-8-SHUP93-VE		1.872
BLK56GRN_PS3_SiSK_72LC59-VE		0.832
5-GZPGS92-LOCK68-4L1K633-VE		4.472
FIFA-HM18-3-SOP382-VE		1.248
BLUEXP-HM65-2-COX376-HG5-VE		0.312
12-LZ3-7-TRECDL17-VE		8.8192005
GLD-PS4CR-LC79-5-SHLL67-VE		3.744
BAFID-HM92-5-SOX17-VE		2.08
ASINC-HM30-6-SOP395-VE		1.248
BRIN-HM88-1-SOP426-VE		2.288
LSTUS-HM66-3-SOP41-VE		2.288
SLI-SPMAN-HM0-5-PS4S26-VE		2.3295999
SWRC832_013_100_BKPP_S-VE		7.28
SWRC997_015-700_FLBU_S-VE		12.064
RED-LEAFZZ-8-TEA-218-VE		0.5616
HALO-HM67-9-SOX178-VE		2.08
SWRC607_009_803_RDRF_M-VE		9.36
FLYPNK-HM56-7-COX386-LH2-VE		0.312
RED89RED_PS3_SiSK_25LC55-VE		0.832
REBLK-HM2-1-C0P4-1HG-VE		0.312
HALO4-HM58-6-SOP450-VE		2.288
CTLPNL-HM28-2-SOP468-VE		2.288
LEGO-HM10-3-SOP483-VE		2.288
BTLFLG-HM91-9-COX358-LH0-VE		0.312
JOMAN-HM1-6-S0P3-485-VE		1.248
SKUNK-HM63-9-SOP496-VE		2.288
BLUEFIRE-HM92-5-SOX133-VE		2.08
PRINTED-HM1-9-C0X1-991-VE		0.312
BLUFIRE-HM1-8-S0P4-362-VE		2.288
BLKFLG-HM79-8-SOP487-VE		2.288
CALLOFD-TSION5-8-LIGTBAR56-VE		0.7488
WEED-HM88-3-SOX318-VE		2.08
ORG-PS4NM-LC59-9-SHLL88-VE		3.744
SLI-WEEDS-HM1-7-PS4S97-VE		2.3295999
TRA39WHI_PS3_SiSK_33LC55-VE		0.832
RED-HM87-2-SOP410-VE		2.288
SWRC607_009_803_RDRF_L-VE		9.36
TORN-HM30-9-SOX163-VE		2.08
FLGHORZ-HM53-1-COX352-HG2-VE		0.312
GTA-HM26-8-SOP49-VE		2.288
CODGO-HM75-0-SOP415-VE		2.288
GLODEN-HM9-7-S0X113-VE		2.08
SLI-005GALAXY-HM2-6-PS4S28-VE		2.3295999
BLU-X1CR-LC75-6-SHUP36-VE		1.872
FLGHORZ-HM86-1-COP486-LH8-VE		0.312
FLGSLNT-HM3-3-C0X1-0LH-VE		0.312
JOBTMAN-HM10-7-C0X326-VE		0.312
SPIDMAN-HM89-8-SOP421-VE		2.288
CARBBLK-HM17-8-SOX162-VE		2.08
CAROPAT-HM8-9-S0X168-VE		2.08
GRN-X1NM-LC33-6-SHLL68-VE		3.744
9-LZ7-2-TRECDL27-VE		6.76
BLUEFIRE-HM88-9-SOX112-VE		2.08
BIOH-HM36-1-SOP428-VE		2.288
FLYPNK-HM27-8-COX152-HG2-VE		0.312
STASTRP-HM1-8-SPX1-207-VE		2.08
LEGVG-HM60-8-SOP393-VE		1.248
SLI-SKUNK-HM2-0-PS4S80-VE		2.3295999
SKULRED-HM1-2-C0P4-3HG-VE		0.312
DDW-HM28-1-SOP472-VE		2.288
ME--FLAT-12M-RUES2-8-RP65-VE		15.08
COPPER-ZFN2-8-P3CTLR10-VE		8.736
WHITE50CM-RU-26-METE-600-VE		7.904
JUWD-HM9-8-SOP317-VE		1.248
BLK_PCSY35_CBL_82LC69_VE		0.39519998
SMAN-HM2-1-C0X3-6LH-VE		0.312
VATBOY-HM10-3-SPS401-VE		2.288
9MCLR-RUSSE8-8MD1-ROP61-VE		8.736
BTLFLG1-HM6-5-C0X1-8LH-VE		0.312
BTLFLG-HM53-2-COX312-HG7-VE		0.312
BATMAN-YRCY1-6-P4LB36-VE		0.7488
WARMW2030-RU-05-NET-652-VE		4.576
INJS-HM70-5-SOP452-VE		2.288
SUHEROES-HM67-3-SOX188-VE		2.08
SWRC959_010_721_DLBU_L-VE		11.232
MINCFT-HM17-7-C0X108-VE		0.312
TORAD-HM92-3-SOX182-VE		2.08
WEDBLK1-HM6-5-C0P3-6HG-VE		0.312
MONEY1-HM8-2-C0X3-3LH-VE		0.312
SPIDMAN-HM76-3-SOP413-VE		2.288
DRAGONB-TSION0-1-LIGTBAR35-VE		0.7488
SON-HM36-7-SOP498-VE		2.288
BLUFR-HM35-2-SOX369-VE		2.08
SWRC870_A01_01A_PMBU_S-VE		11.856
NBA-HM76-5-SOX188-VE		2.08
ASCBF-HM67-0-SOX388-VE		2.08
SWRC957_001-100_BLGR_S-VE		9.984
FLGHORZ-HM29-3-COX180-HG1-VE		0.312
BLUDMN-HM7-3-C0X1-8LH-VE		0.312
BAFID-HM57-1-SOX139-VE		2.08
VATBOY-HM11-2-SPS499-VE		2.288
DIGIGRN-HM20-8-COX153-LH9-VE		0.312
TITAN-HM81-3-SOX110-VE		2.08
MNCR-HM25-0-SOP379-VE		1.248
BTLFLG-HM28-2-COP411-HG8-VE		0.312
DRAGBZ-HM28-1-SPS458-VE		2.288
GHOS-HM88-5-COX386-HG3-VE		0.312
STARWAR-HM1-0-S0P4-832-VE		2.288
CODGO-HM88-0-SOX330-VE		2.08
NBA-HM58-5-SOX312-VE		2.08
SLI-WOODEN-HM1-6-PS4S55-VE		2.3295999
BLK13RED_PS3_SiSK_19LC69-VE		0.832
KINHERT-HM70-6-SPS499-VE		2.288
FSTM-HM55-7-SOX126-VE		2.08
BLUEXP-HM5-2-C0P3-1HG-VE		0.312
BLUDMN-HM8-8-C0P4-0HG-VE		0.312
WDOG-HM85-9-SOX165-VE		2.08
MELT-HM25-8-SOP376-VE		1.664
REF-KHA-NBB6-1-SLI56-VE		1.664
0SZFJ-6-HANGER-BK61-6-HOOK-VE		1.04
SLI-KINHERT-HM1-3-PS4S79-VE		2.3295999
BLUEXP-HM58-7-COX139-LH2-VE		0.312
TRA89BLU_PS3_SiSK_33LC85-VE		0.832
ASSC-HM10-5-SOP475-VE		2.288
BLUE30CM-RU-96-METE-702-VE		5.824
ASSASS-HM63-7-SOX12-VE		2.08
CODGO-HM16-8-SOX179-VE		2.08
REBLK-HM63-9-COX167-HG8-VE		0.312
MDYBLK-HM11-7-SOX131-VE		2.08
SWRC808_001-611_SPGN_L-VE		9.984
GlD-X1CR-LC86-8-SHLL90-VE		3.744
REAP-HM33-2-SOX351-VE		2.08
12MBLU-RUSSE6-8MD0-ROP95-VE		11.024
BLUDMN-HM1-9-C0X3-1LH-VE		0.312
SLI-NIKELGO-HM3-7-PS4S86-VE		2.3295999
TITAN-HM16-2-SOX316-VE		2.08
GTAV-HM77-1-SOP388-VE		1.248
SWRC683_017-701_RFPP_L-VE		12.064
DARKSKUL-HM18-1-SOP416-VE		2.288
BFLG-HM87-6-SOX163-VE		2.08
FLYLVN-HM50-3-COX115-HG8-VE		0.312
LTBAR-TSION1-8-LIGTBAR33-VE		1.7055999
TOKYOGL-HM29-3-SPS493-VE		2.288
ORG-PS3CR-ZF90-5-SHLL71-VE		2.08
DBL-HM87-7-SOP492-VE		2.288
VOD-HM10-9-SOP473-VE		2.288
FRFLAG-HM39-6-COP323-LH8-VE		0.312
CODGO-HM87-6-SOP325-VE		1.248
FUGOLDEN-HM1-7-SPS4-119-VE		2.288
MONEY1-HM9-7-C0P4-5LH-VE		0.312
AVP-HM78-6-SOP416-VE		2.288
SWORDA-HM11-2-SPS459-VE		2.288
FLYLVN-HM3-9-C0P4-7LH-VE		0.312
BATMAN-HM75-6-SOP483-VE		2.288
TSMI-HM63-6-SOX198-VE		2.08
STARWAR-HM1-3-S0P4-729-VE		2.288
GANAWD-HM68-3-SOX127-VE		2.08
DIGIGRN-HM92-3-COX172-HG7-VE		0.312
GHOS-HM69-1-SOP493-VE		2.288
BLU76WHT_PS3_SiSK_66LC59-VE		0.832
DRABALL-HM1-7-S0P4-765-VE		2.288
DIGIRED-HM9-5-C0P4-5HG-VE		0.312
TITAN-HM13-0-SOX136-VE		2.08
INJUT-HM28-8-SOP310-VE		1.248
DIGIRED-HM80-5-COX388-HG1-VE		0.312
ASSC-HM70-5-SOX127-VE		2.08
CAMFLG-HM2-9-C0P4-0HG-VE		0.312
LGOHO-HM53-0-SOX122-VE		2.08
SWRC603_017-700_FLPP_S-VE		12.064
BLU-X3NM-LC89-9-SHLL85-VE		1.768
3IN1BLK-ZFN5-7-P3CTLR60-VE		6.24
DIGIRED-HM10-3-COX168-HG7-VE		0.312
WOLF-HM66-5-SOP465-VE		2.288
GOLDEN-HM1-9-S0P4-065-VE		2.288
SLI-WEDBLK-HM8-8-PS4S68-VE		2.3295999
MONEY1-HM0-7-C0X1-2LH-VE		0.312
VATBOY-HM18-7-SPS423-VE		2.288
GRN-PS4NM-LC81-2-SHLL86-VE		3.744
GHOS-HM81-6-COP428-HG3-VE		0.312
BLU-PS3CR-ZF88-3-SHLL88-VE		2.08
GTAV-HM81-9-SOP458-VE		2.288
DOODLE-HM17-8-SOP499-VE		2.288
PPL-X3CR-LC3-9-SHLL21-VE		1.768
SLV-X1CR-LC66-0-SHUP53-VE		1.872
FLYPNK-HM7-3-C0P3-5LH-VE		0.312
GREAPER-HM35-3-SOP460-VE		2.288
TORN-HM5-8-SOX398-VE		2.08
WEDBLK-HM82-1-COX166-HG3-VE		0.312
JUWD-HM59-6-SOP478-VE		2.288
ASSAN-HM81-0-SOX376-VE		2.08
PNK-PS3CR-ZF93-6-SHLL89-VE		2.08
COLOR30CM-RU-71-METE-893-VE		5.824
REBLK-HM60-3-COP337-LH3-VE		0.312
SWRC603_017-700_FLPP_L-VE		12.064
BATMAN-HM16-9-S0X123-VE		2.08
BRW59WHT_PS3_SiSK_96LC3-VE		0.832
DKSKULL-HM88-6-SOP466-VE		2.288
SLI-002GALAXY-HM7-3-PS4S96-VE		2.3295999
WEDBLK-HM18-8-COX313-HG6-VE		0.312
GOW-HM89-1-SOP457-VE		2.288
REAP-HM71-8-SOP422-VE		2.288
TSMI-HM18-7-SOP486-VE		2.288
SWRC753_001_300_YLBU_S-VE		8.112
WEDBLK1-HM2-5-C0P3-8LH-VE		0.312
UNITY-HM10-7-SOP477-VE		2.288
SWRC881_800_3B_BKVBU_M-VE		17.68
GODWAR-HM38-1-SOP495-VE		2.288
RED1515-RU-95-NET-969-VE		3.328
BIOH-HM38-1-SOX383-VE		2.08
DARKS-HM80-3-SOP311-VE		1.248
SLI-GOLDEN-HM5-5-PS4S56-VE		2.3295999
FLYPNK-HM9-3-C0P4-1LH-VE		0.312
FLYLVN-HM76-0-COX182-LH5-VE		0.312
STARWAR-HM15-8-C0X126-VE		0.312
WEDBLK1-HM5-2-C0X1-7LH-VE		0.312
SWRC553_001-213_ROGR_L-VE		9.984
GOW-HM86-2-SOX122-VE		2.08
MLB-HM11-9-SOX362-VE		2.08
WEDBLK-HM78-1-COX187-LH8-VE		0.312
SWRC893_608_3B_BLVBU_M-VE		17.68
GTAV-HM9-6-SOX165-VE		2.08
SWRC811_009_100_BLRF_S-VE		9.36
DIABL-HM33-2-SOX365-VE		2.08
BLU07BLK_PS3_SiSK_83LC66-VE		0.832
GHOS-HM88-6-SOX333-VE		2.08
FLGSLNT-HM8-2-C0X3-5LH-VE		0.312
CODBO-HM65-5-SOP353-VE		1.248
WLE-BLU-HG5-8-SPTCVR77-VE		3.328
REDBLK-HM1-3-S0P4-920-VE		2.288
SLI-UNIVER-HM7-6-PS4S76-VE		2.3295999
REBLK-HM66-5-COX186-LH6-VE		0.312
ORG-X3NM-LC82-9-SHLL51-VE		1.768
DIABL-HM79-2-SOX132-VE		2.08
SKULRED-HM9-3-C0P3-3LH-VE		0.312
SWRC168_020_721_DLPP_M-VE		10.192
WOLF-HM82-5-SOX186-VE		2.08
SWRC160_013_109_WHPP_S-VE		7.904
SLI-BTLFLG-HM1-3-PS4S55-VE		2.3295999
DIGIRED-HM98-9-COX155-LH9-VE		0.312
6MWMW-RUSSE6-8MD5-ROP86-VE		6.656
SWRC808_001-611_SPGN_S-VE		9.984
CODBO-HM62-7-SOX352-VE		2.08
BLU58BLK_PS3_SiSK_25LC82-VE		0.832
3-SAR5-8SCK-SLG95-6PBSG32-08-VE		1.3977599
FLGHORZ-HM52-8-COP485-HG9-VE		0.312
REF-GRN-NBB1-2-SLI91-VE		1.664
BTLFLG1-HM0-9-C0P3-1HG-VE		0.312
VAULTBOY-TSION1-8-LIGTBAR33-VE		0.7488
SWRC899_001-130_BLRD_L-VE		9.984
DIGIPNK-HM57-9-COX135-HG8-VE		0.312
GUACA-HM68-9-SOX17-VE		2.08
GMREP-HM88-5-SOX120-VE		2.08
15MWMW-RUSSE5-8MD5-ROP20-VE		14.144
WADOG-HM89-8-SOP361-VE		1.248
BLUEXP-HM9-0-C0P4-7LH-VE		0.312
SLI-REVIL-HM5-2-PS4S13-VE		2.3295999
REBLK-HM86-6-COX328-HG3-VE		0.312
15MCLR-RUSSE8-8MD7-ROP97-VE		13.52
WOODGRN-HM8-1-C0P4-5HG-VE		0.312
COLOR50CM-RU-55-METE-557-VE		7.904
THIF-HM25-3-SOX165-VE		2.08
NBA-HM85-8-SOX360-VE		2.08
SMAN-HM31-1-COX369-HG1-VE		0.312
WEDBLK1-HM5-0-C0P4-6LH-VE		0.312
MONEY2-HM1-8-C0P3-3HG-VE		0.312
CAMFLG-HM2-1-C0P4-7LH-VE		0.312
GHOS-HM89-6-SOX175-VE		2.08
DARKSKUL-HM87-2-SOP477-VE		2.288
BCL-BK-GXCZ2-6-SPOT62-VE		0.14559999
WEDBLK-HM82-8-COP388-HG7-VE		0.312
VATBOY-HM19-3-S0X176-VE		2.08
BLKBLU-ZFN0-8-P3CTLR62-VE		8.736
MRSUS-HM92-2-SOX153-VE		2.08
BLOODBOR-HM11-5-SPS425-VE		2.288
TORN-HM89-9-SOP352-VE		1.664
SWRC782_001-314_YWRD_S-VE		9.984
SMAN-HM3-5-C0P4-6LH-VE		0.312
WEDBLK1-HM0-7-C0P4-1HG-VE		0.312
COD-HM23-5-SOP431-VE		2.288
WIDW-HM98-5-SOX188-VE		2.08
ASIBF-HM1-2-SOP391-VE		1.248
SWRC922_009_300_YLRF_S-VE		9.36
CODG-HM71-2-SOX158-VE		2.08
SUHEROES-HM12-7-C0X388-VE		0.312
DRAGBALL-HM17-0-SPS432-VE		2.288
LEGSH-HM68-3-SOX38-VE		2.08
MONEY1-HM5-7-C0P3-0LH-VE		0.312
DIGIPNK-HM5-8-C0P4-1HG-VE		0.312
INJUT-HM88-0-SOX387-VE		2.08
LEGVG-HM52-8-SOX377-VE		2.08
FRFLAG-HM73-9-COX382-LH8-VE		0.312
ASSC-HM97-8-SOP467-VE		2.288
BAFID-HM52-8-SOX131-VE		2.08
SWRC997_015-700_FLBU_L-VE		12.064
TSMI-HM6-9-SOP368-VE		1.664
BLKYLW-ZFN9-3-P3CTLR87-VE		8.736
SKULRED-HM3-0-C0P3-1HG-VE		0.312
PNK-X3CR-LC53-0-SHLL59-VE		1.768
WEDBLK2-HM3-8-C0P4-6HG-VE		0.312
BALLIN-HM72-0-SOX170-VE		2.08
SEL-PIN-HG6-3-SPTCVR60-VE		3.328
CAMFLG-HM0-8-C0P3-8LH-VE		0.312
LEGSH-HM27-7-SOP315-VE		1.248
MONEY-HM88-2-COX121-HG7-VE		0.312
CALLOFD-HM1-3-S0P4-025-VE		2.288
MINCFT-HM17-2-C0P423-VE		0.312
WHITE30CM-RU-57-METE-578-VE		5.824
BLUFIRE-HM78-2-SOX189-VE		2.08
SKULRED-HM6-3-C0P4-3LH-VE		0.312
DIGIPNK-HM70-1-COX368-HG5-VE		0.312
BFLD-HM72-2-SOP488-VE		2.288
SWRC899_001-130_BLRD_M-VE		9.984
FIFA-HM88-8-SOX178-VE		2.08
SWRC881_800_3B_BKVBU_L-VE		17.68
BLK92GRN_PS3_SiSK_9LC78-VE		0.832
CODMW-HM78-8-SOX362-VE		2.08
SUHEROES-HM15-0-C0P332-VE		0.312
DARKSKUL-HM88-2-SOP498-VE		2.288
FLGSLNT-HM2-5-C0P4-8LH-VE		0.312
SWRC553_001-213_ROGR_M-VE		9.984
DIGIGRN-HM8-9-C0P3-1HG-VE		0.312
CAMOU-ZFN7-9-P3CTLR11-VE		8.736
TITAN-HM71-7-SOX188-VE		2.08
STARWAR-HM15-7-SPS487-VE		2.288
SWRC893_608_3B_BLVBU_L-VE		17.68
WEED-HM79-3-SOX189-VE		2.08
9MPUM-RUSSE1-8MD6-ROP31-VE		9.152
GHOS-HM15-2-COP315-LH2-VE		0.312
ASSCRED-HM1-8-S0P4-185-VE		2.288
EPT-BLU-HG7-1-SPTCVR56-VE		1.7055999
BLUEXP-HM6-0-C0P3-9LH-VE		0.312
PPL-P4CR-LC91-2-SHUP80-VE		1.872
SWRC959_010_721_DLBU_M-VE		11.232
GHOS-HM81-9-COX136-HG8-VE		0.312
DIGIGRN-HM8-8-C0P4-8HG-VE		0.312
GTAV-HM73-2-SOX373-VE		2.08
BLK60GRN_X3_SiSK_65LC72-VE		0.832
VATBOY-HM10-9-SPS490-VE		2.288
GHOS-HM30-9-COX320-LH9-VE		0.312
STARWAR-HM1-1-S0P4-600-VE		2.288
DOODLE-HM32-0-SOX188-VE		2.08
MONEY1-HM7-1-C0P4-5HG-VE		0.312
WIDW-HM55-0-SOP480-VE		2.288
PPL-X1CR-LC81-3-SHLL1-VE		3.744
BLK-X1NM-LC88-3-SHLL58-VE		3.744
WEDBLK1-HM8-9-C0X3-5LH-VE		0.312
MLB-HM11-5-SOX139-VE		2.08
FRFLAG-HM80-3-COX118-LH5-VE		0.312
SWRC997_015-700_FLBU_M-VE		12.064
BLUEFIRE-HM15-8-SOX173-VE		2.08
HALO-HM8-1-SOX397-VE		2.08
WDOG-HM98-7-SOP415-VE		2.288
BLU79WHT_X3_SiSK_19LC63-VE		0.832
BLUEXP-HM3-5-C0P4-6HG-VE		0.312
SWRC881_015-701_RFBU_S-VE		12.064
PURPL-ZF6-6-P4BTN69-THUM_VE		1.248
RED2030-RU-55-NET-280-VE		4.576
SMAN-HM9-0-C0P3-5LH-VE		0.312
TSMI-HM15-3-C0P402-VE		0.312
BTLFLG1-HM5-7-C0P4-5HG-VE		0.312
HALO-HM55-1-SOX328-VE		2.08
BLCK-HM68-5-SOP461-VE		2.288
VATBOY-HM12-2-S0X183-VE		2.08
CODBO-HM78-2-SOX382-VE		2.08
FLGSLNT-HM5-3-C0P3-1HG-VE		0.312
DIGIRED-HM16-2-COP382-HG8-VE		0.312
MONEY-HM88-2-SOP435-VE		2.288
BRW15WHT_X3_SiSK_60LC68-VE		0.832
BLUDMN-HM1-9-C0P3-6HG-VE		0.312
DIGIRED-HM83-8-COP458-HG9-VE		0.312
DIGIPNK-HM68-6-COP460-HG8-VE		0.312
BATMAN-HM90-8-SOP469-VE		2.288
MINCFT-HM10-9-C0X333-VE		0.312
LAOUS-HM13-7-SOP398-VE		1.248
SKULRED-HM87-7-COX199-HG1-VE		0.312
FIFA-HM95-9-SOP429-VE		2.288
DIGIRED-HM75-5-COX397-LH0-VE		0.312
BLUDMN-HM39-5-COX387-HG8-VE		0.312
LEGVG-HM35-0-SOX180-VE		2.08
DIGIPNK-HM77-3-COP356-HG5-VE		0.312
GHOS-HM69-8-COX113-LH0-VE		0.312
CODGO-HM18-5-SOX165-VE		2.08
WOLF-HM88-6-SOP433-VE		2.288
SLI-SBLUEFIRE-HM7-6-PS4S57-VE		2.3295999
ORG-X3CR-LC73-6-SHLL37-VE		1.768
GREN1515-RU-21-NET-811-VE		3.328
SWRC808_A07_04J_CMPP_M-VE		14.352
BATMAN-HM1-8-S0P4-093-VE		2.288
YFAN-HM78-1-SOP481-VE		2.288
BLKFLG-HM81-1-SOP472-VE		2.288
COLOR1515-RU-11-NET-337-VE		3.328
CODIII-HM11-5-S0X182-VE		2.08
ELDER-HM38-8-SOX398-VE		2.08
WEED-HM86-3-SOX357-VE		2.08
BCL-RD-GXCZ2-6-SPOT79-VE		0.14559999
