TQS_SKU,TQSA_ASIN,TQS_Fnsku,SS_SKU,WSD_SKU,VE_SKU,AD_SKU,HG_SKU,SQB_SKU,Price
7-SAR-BCLT95-BLUBAND-78,B00X118YG2,X000W55U3V,,,,,,,0
9-SAR-BCLT53-YLWBAND-99,B00X1190AG,X000W55U77,,,,,,,0
9-SAR-BCLT5-UMBFLW-11,B00X1193EE,X000W55U4P,,,,,,,12.99
8-SAR-BCLT17-CRTLFLW-52,B00X11955G,X000W55U6X,,,,,,,17.99
9-SAR-ER87-CLRMATCH-61,B00X1196XC,X000KK8NNR,,,,,,,7.55
3-SAR-ER91-DOTCROS-76,B00X1198T4,X000W55U7R,,,,,,,10
5-SAR-CHKR70-BDSMCHN-37,B00X119AAG,X0014ZZW81,,,,,,,37.5
5-SAR-ER65-WHTBLL-66,B00X119DIA,X0014ZZW45,,,,,,,7.8
2-SAR-ER35-BLUBLL-20,B00X119F5Q,X0014ZHNQ5,,,,,,,7.8
7-SAR-ER98-PNKBLL-68,B00X119GUA,X000O6IWVP,,,,,,,7.8
6-SARA98-ER3SET-57BDFH-GLD981,,,SET3ER10-BOHE-GLD-SAR533,BHM-GLD-SRA8-7-3SETER56,,1SAA-0-BOH-GLD69-1-ERIN3,EAR3PC96-ASR57-BEM-GLD15,SRA12EARR3SET89_55BMH-GLD5,15
3-SARA76-ER3SET-61BDFH-SLV152,,,SET3ER10-BOHE-SLV-SAR296,BHM-SLV-SRA5-3-3SETER77,,2SAA-2-BOH-SLV63-2-ERIN3,EAR3PC86-ASR88-BEM-SLV60,SRA27EARR3SET70_66BMH-SLV1,15
6-SARA32-ER3SET-12STUD8-GLD771,,,SET3ER56-8SHAPE-GLD-SAR730,SHAPE8-GLD-SRA8-8-3SETER90,,8SAA-1-8PT-GLD22-1-ERIN3,EAR3PC32-ASR69-88SH-GLD98,SRA12EARR3SET56_668SAP-GLD0,13.5
6-SARA95-ER3SET-STAR-COLOR637,,,SET3ER55-TSLST-COLOR-SAR128,STSL-COLOR-SRA1-7-3SETER25,,6SAA-5-SARTL-COLOR97-2-ERIN3,EAR3PC28-ASR66-STAST-COLOR86,SRA35EARR3SET20_90STARSL-COLOR6,10
2-SARA93-ER-66TSL-FLG-SLV868,,,RE50-TA-SLV-SAR706,TASS-SLV-SRA5-0-ERA89,,0SAA-2-TASSE-SLV26-2-ERIN,EAR60-ASR69-TAE-SLV50,SRA66EARR27_36TAL-SLV5,10
0-SARA26-NKERRG-65DIA-3P-SLV695,,,NEKEARIN15-DIAM-SLV-SAR131,DIM-SLV-SRA2-6-NECEARI72,,0SAA-6-DIMO-SLV18-2-EANECR,NEEARIN61-ASR62-DIMON-SLV60,SRA96RINNKRIN67_38DIAM-SLV6,10.5
6-SARA26-BCLT-11SET-GLD835,,,BRAC90-MU11-GLD-SAR932,11URL-GLD-SRA1-5-BACE13,,6SAA-6-11MUL-GLD75-5-BRAL,BCAL33-ASR89-MU11-GLD75,SRA61BLCA39_62LMUL11-GLD2,20
6-SARA85-BCLT-11SET-SLV383,,,BRAC65-MU11-SLV-SAR562,11URL-SLV-SRA6-8-BACE62,,1SAA-6-11MUL-SLV91-1-BRAL,BCAL66-ASR75-MU11-SLV29,SRA18BLCA22_86LMUL11-SLV6,20
2-SARA87-BCLT-8SET-DNGL-GLD873,,,BRAC17-PRL8ML-DNGL-GLD-SAR593,MU8RL-DNGL-GLD-SRA5-7-BACE80,,6SAA-3-8MURL-DNGL-GLD63-0-BRAL,BCAL70-ASR66-MUL8-DNGL-GLD59,SRA62BLCA92_11MULPLR8-DNGL-GLD6,20
7-SARA69-NKLC-27TPCONE-SLV667,,,NEC86-TIPC-SLV-SAR576,TC-SLV-SRA6-7-NECL67,,6SAA-8-TPC-SLV37-8-NECK,NELK93-ASR30-TIPCO-SLV35,SRA63NEKC72_56TIPCN-SLV7,25
7-SARA36-NKLC-5CIR-GLD516,,,NEC69-5CIR-GLD-SAR176,5PTC-GLD-SRA5-1-NECL73,,1SAA-1-5CITY-GLD67-8-NECK,NELK69-ASR78-5CIRT-GLD95,SRA81NEKC30_635PTCI-GLD6,21
0-SARA78-RGSET5-88CRYTL-SLV937 ,,,RINSET690-CRS-SLV-SAR551,CRST-SLV-SRA3-7-RNST671,,5SAA-1-CRT-SLV18-5-6STRN,SET6RI19-ASR91-CRA-SLV36,SRA79SET6RIN25_88CRST-SLV5,13.5
5-SARA32-NKLC-2CHN-BAR-GLD122,,,NEC58-DOBLY-GLD-SAR951,DULAPD-GLD-SRA8-7-NECL96,,3SAA-0-DOULAY-GLD16-6-NECK,NELK11-ASR39-DOBLAY-GLD55,SRA68NEKC12_57DOUBLY-GLD8,13.5
8-SARA16-BCLT-51BD-9PC-BLU667,,,BRAC50-9BD-BLU-SAR527,9PCBD-BLU-SRA2-7-BACE56,,8SAA-5-BD9-BLU65-0-BRAL,BCAL62-ASR91-BO9PC-BLU80,SRA89BLCA76_22BHH9-BLU5,23
0-SARA62-ER-63TEARDP-SLV696,,,RE63-MUTRG -SLV-SAR869,3MULTR-SLV-SRA8-5-ERA68,,0SAA-6-MUL3TRG -SLV65-2-ERIN,EAR23-ASR87-MUL3TRI-SLV26,SRA20EARR25_70MULTRA-SLV2,10
0-SARA88-NKLC-3RNG-GLD975,,,NEC25-3CIRCRS-GLD-SAR901,3PTCRST-GLD-SRA5-8-NECL68,,7SAA-6-3CITYCRS-GLD62-5-NECK,NELK31-ASR67-3CIRT-GLD53,SRA18NEKC63_783PTCI-GLD2,23.5
6-SARA76-NKLC-3CHN-CTL-GLD652,,,NEC93-MUTRG -GLD-SAR269,3MULTR-GLD-SRA7-3-NECL25,,8SAA-7-MUL3TRG -GLD67-6-NECK,NELK76-ASR10-MUL3TRI-GLD96,SRA36NEKC87_60MULTRA-GLD6,32
7-SAR-NKLC31-CLRPTCH-39,B00X119I62,X000O6IWV5,,,,,,,0
5-SAR-CHKR90-BLUFMC-26,B00X119KY2,X000O6IWXD,,,,,,,17.55
9-SAR-CHKR77-CLCFMC-11,B00X119MRW,X000O6IWWT,,,,,,,17.55
1-SAR-CHKR69-YLWFMC-68,B00X119OQ6,X000O6IWWJ,,,,,,,17.55
6-SAR-CHKR93-PNKFMC-15,B00X119QX2,X000KK8NXR,,,,,,,17.55
2-SAR-CHKR69-GRNFMC-82,B00X119SJE,X000W45O79,,,,,,,17.55
9-SAR-CHKR18-WHTFMC-75,B00X119UD8,X000W45O51,,,,,,,17.55
0-SAR-ER39-SNGLASY-86,B00X119W7M,X000W45OCJ,,,,,,,4.77
2-SAR-BCLT68-OPNBNGL-95,B00X119Y2A,X000W45O65,,,,,,,15.99
6-SAR-ARMLT66-BODY-19,B00X119ZQ0,X000W45OA1,,,,,,,15
5-SAR-RNG60-SLVBNY-12,B00X11A2AI,X000W45O6P,,,,,,,0.55
2-SAR-RNG23-GLDBNY-96,B00X11A3WA,X000W45O8X,,,,,,,0.55
7-SAR-BCLT28-WDEWAV-76,B00X11A5S2,X000W45O5L,,,,,,,24.8
1-SAR-AKLT63-NET-30,B00X11A7MG,X000W45O4R,,,,,,,10.9
1-SAR-AKLT63-NET-30-2P,X001F2YB0N,,,,,,,,21.8
8-SAR-AKLT60-TWOBDS-21,B00X11A9CO,X000KK8R83,,,,,,,7.9
9-SAR-AKLT37-SLVPRL-17,B00X11ACDA,X000W45O97,,,,,,,6.9
1-SAR-AKLT58-GLDPRL-65,B00X11AE4M,X000W45O5B,,,,,,,6.9
3-SAR-AKLT80-BLUBD-80,B00X11AJDS,X000RR06ZB,,,,,,,7.5
6-SAR-AKLT31-PURPBD-18,B00X11AL90,X000RR06NN,,,,,,,7.5
7-SAR-AKLT60-PNKBD-26,B00X11AMPS,X000RR06UL,,,,,,,7.5
2-SAR-AKLT75-CRCLBD-97,B00X11AO8I,X000RR06T7,,,,,,,6.7
2-SAR-AKLT75-CRCLBD-97-2P,X001F2SKWX,,,,,,,,13.4
2-SAR3-NKEAR-1NK-GLD-37,B0160VO3I2,X000V7OL67,,,,,,,56
8-SAR3-NKEAR-1NK-SLV-73,B0160VO5MQ,X000X709RZ,,,,,,,56
3-SAR3-NKEAR-1NK-RGLD-82,B0160VO7BU,X000W3Z7QD,,,,,,,56
2-SAR3-NKLC-3CHN-77,B0160SABNQ,X000OQDU5D,,,,,,,80
8-SAR3-NKEAR-2NK-GLD-93,B0160SAGA4,X000W45O4H,,,,,,,76
5-SAR3-NKEAR-2NK-SLV-15,B0160SAJ3S,X000W45O8N,,,,,,,76
6-SAR3-NKLC-MCHN5FWR-63,B0160XFK1Y,X000W45O9H,,,,,,,0
8-SAR3-VR-ER-21,B0160VOGW0,X000W45OAV,,,,,,,10
5-SAR3-VR-ERNK-BALL-93,B0160VOIPA,X000W45O5V,,,,,,,33.33
6-SAR3-VR-NKLC-BAL-69,B0160VOKOY,X000W45O3X,,,,,,,23.33
2-SAR3-NKLC-HND-GLD-69,B0160SAW6C,X000W45O47,,,,,,,2.95
1-SAR3-NKLC-HND-SLV-08,B0160SAZ82,X000W45O7J,,,,,,,2.95
7-SAR3-NKLC-3CHN-RD-DISK-20,B0160VOPSU,X000W45O8D,,,,,,,4.37
5-SAR3-NKLC-3CHN-AROW-70,B0160VORK6,X000OQDU5N,,,,,,,10.5
6-SAR3-NKLC-3CHN-BLU-99,B0160VOTZ4,X000W45O6Z,,,,,,,3.2
0-SAR3-NKLC-3CHN-BLK-21,B0160VOVNO,X000W45OBP,,,,,,,3.2
2-SAR3-NKLC-3CHN-PNK-19,B0160VOXS2,X000W45O7T,,,,,,,3.2
1-SAR3-NKLC-3CHN-YLW-26,B0160VOZGC,X000W45OAB,,,,,,,3.2
3-SAR3-NKLC-HND-GLD-07,B0160W0JNY,X000W45OFL,,,,,,,1.2
1-SAR3-NKLC-HND-SLV-82,B0160W0LJG,X000W45O6F,,,,,,,1.2
9-SAR3-RGBCLT-BTFLY-SLV-35,B0160SBIRY,X0014ZZW4P,,,,,,,16.2
2-SAR3-RGBCLT-BTFLY-GLD-01,B0160SBLHG,X000V7GT4J,,,,,,,16.2
8-SAR3-NKBC-KEY-87,B0160VP6R4,X00152FF6H,,,,,,,26
2-SAR3-VR-BCLT-PIN-59,B0160XG4T6,X000KK8NI7,,,,,,,33.25
1-SAR3-VR-RG-PIN-1FG-50,B016104LGQ,X000O6IWVF,,,,,,,15.58
3-SAR3-VR-RG-PIN-2FG-81,B016104NA0,X000O6IWVZ,,,,,,,24.7
3-SAR3-VR-ER-PIN-69,B0160XG6YO,X000O6IWXN,,,,,,,3.8
8-SAR3-ER-2STAR-15,B0160VPBHO,X000W55U59,,,,,,,6
3-SAR3-ER-PRL1-BIG-98,B0160XGA5E,X000W55U31,,,,,,,28
7-SAR3-ER-PRL1-SML-07,B0160XGBLM,X000W55U1N,,,,,,,25
8-SAR3-ER-LOP-GLD-12,B0160VO4WW,X000W55U6D,,,,,,,15
6-SAR3-ER-LOP-SLV-60,B0160VO6TS,X000W55U3B,,,,,,,15
5-SAR3-ER-CRYSTL-GRN-31,B0160VO8O6,X000W55U4F,,,,,,,18.02
0-SAR3-ER-PRL2-NODIA-95,B0160XFGCC,X000O6IWVF,,,,,,,11.8
6-SAR3-ER-DIAPOD-WHT-57,B0160XFIAM,X000V7ZAXP,,,,,,,20
5-SAR3-ER-DIAPOD-PUL-16,B0160XFJTC,X000V7ZFK3,,,,,,,20
0-SAR3-ER-DIAPOD-PNK-25,B0160XFLA4,X000V7ZSEV,,,,,,,20
5-SAR3-BCLT-PINPNT-RGLD-68,B0160VOFJ4,X000V7OKQN,,,,,,,29
0-SAR3-BCLT-PINPNT-GLD-17,B0160VOH24,X000V7OLOT,,,,,,,28
7-SAR3-BCLT-PINPNT-SLV-58,B0160VOJ1I,X000V7OMBV,,,,,,,25
2-SAR3-BCLT-LACE-GLD-72,B0160SB14O,X000V7GT53,,,,,,,30
6-SAR3-ER-LACE-ROS-GLD-82,B0160SB3T2,X000V7GT5X,,,,,,,2.4
7-SAR3-BCLT-FGLOP-GLD-73,B0160VONUK,X000V7OMFH,,,,,,,3.99
8-SAR3-BCLT-FGLOP-SLV-87,B0160VOPVM,X000O6IWVZ,,,,,,,3.99
2-SAR3-RG-LACKNKL-GLD-76,B01646EQBC,X000VCO7LV,,,,,,,5
1-SAR3-RG-LACKNKL-SLV-30,B01646ERS4,X000VCO7MP,,,,,,,5
3-SAR3-NOSRG-CIR-3RND-29,B0160SBDS8,X000V7GT3P,,,,,,,4.5
0-SAR3-NOSRG-CIR-3PTY-32,B0160SBGMQ,X000V7GT49,,,,,,,4.5
8-SAR3-NOSRG-BEAD-3SET-82,B0160SBJSW,X000V7GT3Z,,,,,,,13.5
9-SAR3-HAIRCHN-PRL-70,B0160VOXTG,X000V7ZNEV,,,,,,,5.8
6-SAR3-PIN-BROOCH-6PK-25,B0160VP03Y,X000V7ZOOZ,,,,,,,22.2
1-SAR3-PIN-PRL-GLD-86,B0160SBSJM,X000V7ZNMX,PIN866-PRLGLD88-SAR3,,1-SAR3-PIN-PRL-GLD-86-VE,,,,4.5
2-SAR3-PIN-PRL-SLV-56,B0160SBVYE,X000V7ZRT7,PIN866-PRLSLV88-SAR3,,,,,,4.5
8-SAR3-PIN-CSTL-GLD-29,B0160VP5BG,X000O6IWXN,PIN866-CSTLGLD88-SAR3,,,,,,4.5
1-SAR3-PIN-CSTL-SLV-77,B0160VP75A,X000V7OMS9,PIN866-CSTLSLV88-SAR3,,,,,,4.5
5-SAR3-PIN-CSTL-RSG-83,B01ENJAMG0,X0013G8GKR,PIN866-CSTLRSG88-SAR3,,,,,,4.5
9-SAR5-2ERING13-SLVCLOV75-35,B01GPWHA18,X0014HCI1D,,,,,,,7.6339
5-SAR5-7ERING96-GLDCLOV29-23,B01GPWHDT2,X00141KW0X,,,,,,,7.6339
8-SAR5-5RNG-92515-STAR80-20,B01GPWG0SW,X0014HCTET,,,,,,,7.125
3-SAR5-6RNG-92595-CURVE32-89,B01GPWG45Q,X00141KQ8B,,,,,,,7.98
3-SAR5-7RNG-92587-LAYER77-01,B01GPWG92E,X0014FWNB5,,,,,,,13.205
0-SAR5-9RING77-ANTIQ38-28,B01GPWGDYI,X0014IFMZL,,,,,,,15.8498
7-SAR5-2RING15-DOUBL83-38,B01GPWGGQI,X00141KQ81,,,,,,,11.7467
1-SAR5-2RING18-TBALL38-96,B01GPWGK14,X000W55U59,,,,,,,12.9204
3-SAR5-1RING63-ANTIQ89-02,B01GPWGNOI,X0014HCNVN,,,,,,,20.37
9-SAR5-6RING90-WSILV11-66,B01GPWGRE4,X00141KW17,,,,,,,23.2994
8-SAR5-3RING86-DOUPE58-13,B01GPWGV5O,X00141KW1R,,,,,,,25.996
1-SAR5-7RING67-LAYER83-36,B01GPWGYK6,X0014HCNV3,,,,,,,14.4918
9-SAR5-3RING60-TIP33-63,B01GPWH4YQ,X00141KW1H,,,,,,,9.5933
6-SAR5-8RING83-FLOWER83-01,B01GPWH8N8,X0014FWWA7,,,,,,,14.4918
7-SAR5-9RING13-ROUND62-18,B01GPWHCRK,X0014ICHGN,,,,,,,14.6858
8-SAR5-3RING18-GEOBLO59-62,B01GPWHFX6,X0013YCJGB,,,,,,,14.4918
6-SAR5-0RING57-ROPE07-50,B01GPWHJGY,X0014IFMZ1,,,,,,,11.5527
8-SAR5-3NKLC68-CAPRI53-90,B01GPWG0T6,X000W55U31,,,,,,,25.65
0-SAR5-1NKLC65-AQUAR27-86,B01GPWG4K6,X0014HCNVD,,,,,,,23.275
7-SAR5-7NKLC30-PISCE17-16,B01GPWG9HY,X0014ICIQR,,,,,,,25.65
8-SAR5-1NKLC27-ARIES01-69,B01GPWGECO,X0014ICIQH,,,,,,,24.7
8-SAR5-3NKLC97-TAURU06-00,B01GPWGHI0,X0014ICXF3,,,,,,,24.7
6-SAR5-8NKLC16-GEMIN90-56,B01GPWGKQE,X0014HCI4F,,,,,,,24.225
6-SAR5-3NKLC88-CANCE67-72,B01GPWGO4W,X0014FWW9X,,,,,,,24.7
0-SAR5-5NKLC61-LEO30-11,B01GPWGR2G,X0014ICHGD,,,,,,,24.7
0-SAR5-3NKLC39-VIRGO79-21,B01GPWGU1Y,X0014HCTF3,,,,,,,24.7
6-SAR5-6NKLC58-LIBRA06-05,B01GPWGXY8,X0014HCNUT,,,,,,,24.225
6-SAR5-5NKLC16-SCORP07-73,B01GPWH0ZO,X000W55U1N,,,,,,,25.65
2-SAR5-7NKLC78-SAGIT26-89,B01GPWH3E2,X0014IFN7N,,,,,,,26.125
2-AAA86-3NKL-86SIGN-SAGIT3,,,,,,1SZXY-8-SGN-SAGIT33-7-NEKL,,,22.5
1-AAA67-6NKL-67SIGN-SCORP6,,,,,,5SZXY-8-SGN-SCORP67-6-NEKL,,,22.5
7-AAA26-6NKL-26SIGN-LIBRA6,,,,,,3SZXY-3-SGN-LIBRA86-7-NEKL,,,22.5
1-AAA23-8NKL-23SIGN-VIRGO8,,,,,,3SZXY-7-SGN-VIRGO97-7-NEKL,,,22.5
0-AAA92-6NKL-92SIGN-LEO6,,,,,,2SZXY-6-0SGN-LE36-7-NEKL,,,22.5
8-AAA29-6NKL-29SIGN-CANCE6,,,,,,6SZXY-5-SGN-CANCE97-8-NEKL,,,22.5
5-AAA60-0NKL-60SIGN-GEMIN0,,,,,,8SZXY-5-SGN-GEMIN36-5-NEKL,,,22.5
5-AAA33-0NKL-33SIGN-TAURU0,,,,,,3SZXY-1-SGN-TAURU86-3-NEKL,,,22.5
6-AAA65-7NKL-65SIGN-ARIES7,,,,,,5SZXY-7-SGN-ARIES70-2-NEKL,,,22.5
0-AAA96-3NKL-96SIGN-PISCE3,,,,,,5SZXY-0-SGN-PISCE62-7-NEKL,,,22.5
3-AAA30-2NKL-30SIGN-AQUAR2,,,,,,6SZXY-2-SGN-AQUAR68-8-NEKL,,,22.5
2-AAA66-8NKL-66SIGN-CAPRI8,,,,,,3SZXY-6-SGN-CAPRI57-3-NEKL,,,22.5
2-SAR-NKLC95-SLVSMPL-32,B01HPX6QES,X001502RC9,,,,,,,15
9-SAR-NKLC26-GLDSMPL-58,B01HPX6SHI,X001541U73,,,,,,,15
8-SAR6-ER-31MISTN-LOG661,,,ER55-MISTN-LOG-SR6631,MISTN-LOG-S68-3-ER35,,2SA6-6-MISTN-LOG39-3-ER,JWRY16-SA666-ER-MISTN-LOG25,SAR62177ER76_SHXL3077MISTN-LOG6,5.7
0-SAR6-ER-38TRISUA-PLT968,,,ER89-TRISUA-PLT-SR6775,TRISUA-PLT-S60-3-ER72,,1SA6-2-TRISUA-PLT65-1-ER,JWRY53-SA613-ER-TRISUA-PLT53,SAR65677ER52_SHXL2077TRISUA-PLT5,5.08
1-SAR6-ER-27TRIA-CSTL715,,,ER52-TRIA-CSTL-SR6620,TRIA-CSTL-S66-8-ER73,,8SA6-2-TRIA-CSTL81-7-ER,JWRY37-SA693-ER-TRIA-CSTL27,SAR66677ER21_SHXL3977TRIA-CSTL6,5.17
2-SAR6-ER-61NTLSTN-SQIN886,,,ER39-NTLSTN-SQIN-SR6567,NTLSTN-SQIN-S61-7-ER22,,6SA6-8-NTLSTN-SQIN61-0-ER,JWRY22-SA625-ER-NTLSTN-SQIN12,SAR66777ER52_SHXL2777NTLSTN-SQIN0,10.79
3-SAR6-BCLT-61ASYFYHST-GLD209,,,BCLT98-ASYFYHST-GLD-SR6362,ASYFYHST-GLD-S62-3-BCLT25,,6SA6-5-ASYFYHST-GLD51-6-BCLT,JWRY76-SA633-SKIN-ASYFYHST-GLD92,SAR69677BCLT62_SHXL8177ASYFYHST-GLD2,7.6
6-SAR6-BCLT-96ASYFYHST-SLV578,,,BCLT90-ASYFYHST-SLV-SR6269,ASYFYHST-SLV-S67-6-BCLT39,,2SA6-6-ASYFYHST-SLV19-6-BCLT,JWRY63-SA663-SKIN-ASYFYHST-SLV55,SAR61077BCLT95_SHXL5177ASYFYHST-SLV7,7.6
3-SAR6-NKLC-82KOVT-AMH697,,,NKLC87-KOVT-AMH-SR6688,KOVT-AMH-S66-3-NKLC38,,2SA6-2-KOVT-AMH51-6-NKLC,JWRY62-SA677-SKIN-KOVT-AMH96,SAR65077NKLC65_SHXL2177KOVT-AMH1,9.12
6-SAR6-NKLC-69PULAT-5CHN552,,,NKLC95-PULAT-5CHN-SR6618,PULAT-5CHN-S67-6-NKLC69,,8SA6-1-PULAT-5CHN31-6-NKLC,JWRY23-SA668-SKIN-PULAT-5CHN68,SAR63677NKLC89_SHXL6577PULAT-5CHN3,15.2
1-SAR6-NKLC-812LYRVTBAR-BLK619,,,NKLC86-2LYRVTBAR-BLK-SR6818,2LYRVTBAR-BLK-S65-7-NKLC69,,8SA6-6-2LYRVTBAR-BLK56-1-NKLC,JWRY82-SA663-SKIN-2LYRVTBAR-BLK96,SAR66277NKLC35_SHXL63772LYRVTBAR-BLK5,6.5
1-SAR6-NKLC-372LYRVTBAR-GRN183,,,NKLC96-2LYRVTBAR-GRN-SR6711,2LYRVTBAR-GRN-S65-0-NKLC70,,8SA6-5-2LYRVTBAR-GRN27-6-NKLC,JWRY91-SA678-SKIN-2LYRVTBAR-GRN51,SAR67377NKLC87_SHXL82772LYRVTBAR-GRN0,6.5
0-SAR6-CHKR-50METALGLD727,,,CHKR81-METALGLD-SR6688,METALGLD-S63-1-CHKR57,,1SA6-6-METALGLD91-0-CHKR,JWRY61-SA615-SKIN-METALGLD37,SAR67877CHKR62_SHXL9877METALGLD5,12.45
2-SAR6-CHKR-22PUNKMTL-GLD629,,,CHKR76-PUNKMTL-GLD-SR6975,PUNKMTL-GLD-S67-1-CHKR67,,3SA6-2-PUNKMTL-GLD92-7-CHKR,JWRY86-SA617-SKIN-PUNKMTL-GLD65,SAR62977CHKR32_SHXL1677PUNKMTL-GLD8,8.55
2-SAR6-CHKR-21PUNKMTL-SLV282,,,CHKR66-PUNKMTL-SLV-SR6177,PUNKMTL-SLV-S65-6-CHKR29,,5SA6-6-PUNKMTL-SLV33-3-CHKR,JWRY69-SA686-SKIN-PUNKMTL-SLV65,SAR62677CHKR60_SHXL2577PUNKMTL-SLV3,8.55
6-SAR3-BLT-THN-BLK-30,B016341SUC,X000VBS9LL,,,,,,,11
5-SAR3-BLT-THN-RED-52,B016341UDM,X000VBS9MP,,,,,,,11
1-SAR3-BLT-THN-BWN-76,B016341VMM,X000VBS9ON,,,,,,,11
2-SAR3-BLT-WDE-RED-66,B016341XXO,X000VBS9M5,,,,,,,19
8-SAR3-BLT-WDE-BLK-55,B016341Z9Q,X000VBS9I9,,,,,,,19
1-SAR3-BLT-MATEL-BTN-CHN-72,B0163420OU,X000VBS9HP,,,,,,,35
0-SAR5-9SCRCH20-BLACK21-63,B01LZP1RJ5,X000W55U6D,,,,,,,3.2
6-SAR5-9SCRCH55-RORED38-83,B01LYPWGS6,X001837KXT,,,,,,,3.2
7-SAR5-8SCRCH71-INKBLU80-76,B01M0O5HEW,X001822VZ7,,,,,,,3.2
5-SAR5-6SCRCH79-BROWN26-62,B01LXF2VFJ,X00182N9NF,,,,,,,3.2
5-SAR5-5SCRCH51-RED86-75,B01LYPWDDU,X00181YYHL,,,,,,,3.2
8-SAR5-3SCRCH13-GREY17-82,B01LXQPCBV,X00181GFLJ,,,,,,,3.2
2-SAR5-5SCRCH19-TRANS22-36,B01LYE3YX3,X00180LL2D,,,,,,,5.5
6-SAR5-6SCRCH37-COLOR18-07,B01M0O5PBC,X00180LL0P,,,,,,,5.5
8-SAR5-8SCRCH21-PINK36-10,B01LZP1SJ4,X00181GFKF,,,,,,,5.5
3-SAR5-9SCRCH50-BLUE92-80,B01M0ZXQCS,X00181Z2TZ,,,,,,,5.5
6-SAR5-3SCRCH82-CAFE50-58,B01M589UPN,X000W55U3B,,,,,,,10
1-SAR5-8SCRCH87-LILY17-22,B01M1B4BVL,X00182PGCH,,,,,,,12.9
1-SAR5-2SCRCH65-ROSE53-65,B01LYE3X94,X001837L8D,,,,,,,13.2
0-SAR5-1SCRCH21-RED23-58,B01LZ1M2VU,X0018176VR,,,,,,,5.4
2-SAR5-3SCRCH92-BLU06-60,B01LYE3ZZO,X00182PGCR,,,,,,,5.4
5-SAR5-5SCRCH60-BLK62-17,B01LZP1GW6,X001837L8N,,,,,,,5.4
6-SAR5-0SCRCH07-CAF22-60,B01M0CFXFE,X00181Z2U9,,,6-SAR5-0SCRCH07-CAF22-60-VE,,,,5.4
9-SAR5-9SCRCH20-BLC21-50,B01M0ZXPBQ,X001822VYN,,,,,,,4.8
2-SAR5-3SCRCH80-PEAH02-50,B01LY2I2WJ,X000W55U4F,,,2-SAR5-3SCRCH80-PEAH02-50-VE,,,,4.8
0-SAR5-0SCRCH35-RED89-12,B01M0O5GC4,X00182M5MB,,,,,,,4.8
2-SAR5-6SCRCH58-BLU38-19,B01LYPWIRK,X00180LL23,,,,,,,4.8
2-SAR6-SKIRT-GOLDEN-12_S,B01N55NGJP,X0019TBNGR,,,,,,,22.5
2-SAR6-SKIRT-GOLDEN-12_M,B01MRNPMPE,X0019ST9CX,,,,,,,22.5
2-SAR6-SKIRT-GOLDEN-12_L,B01N2K41GD,X0019SWUZB,,,,,,,22.5
2-SAR6-SKIRT-GOLDEN-12_XL,B01N2K3YVQ,X0019VKUL9,,,,,,,22.5
3-SAR6-SKIRT-SILVER-30_S,B01MSPDGDR,X0019NZ30Z,,,,,,,22.5
3-SAR6-SKIRT-SILVER-30_M,B01N78I6UM,X0019SPWQF,,,,,,,22.5
3-SAR6-SKIRT-SILVER-30_L,B01N2K3XZ3,X0019V4M09,,,,,,,22.5
3-SAR6-SKIRT-SILVER-30_XL,B01N4477KT,X0019V4S35,,,,,,,22.5
5-SAR6-SKIRT-BLACK-20_S,B01NBAUTBH,X0019SWUZL,,,,,,,22.5
5-SAR6-SKIRT-BLACK-20_M,B01NA9FWMW,X0019VKULJ,,,,,,,22.5
5-SAR6-SKIRT-BLACK-20_L,B01MRNPQ2U,X0019NZ319,,,,,,,22.5
5-SAR6-SKIRT-BLACK-20_XL,B01N0H4T3S,X0019V4S2V,,,,,,,22.5
6-SAR6-SKIRT-PURPLE-18_S,B01MRNPMPC,X0019SHZGP,,,,,,,22.5
6-SAR6-SKIRT-PURPLE-18_M,B01N78I9P1,X0019SHZGF,,,,,,,22.5
6-SAR6-SKIRT-PURPLE-18_L,B01MXOJ8Y6,X0019V4S3F,,,,,,,22.5
6-SAR6-SKIRT-PURPLE-18_XL,B01N97VS72,X0019V4S2L,,,,,,,22.5
7-SAR6-SKIRT-RED-36_S,B01N2K3YVP,X0019SHZGZ,,,,,,,22.5
7-SAR6-SKIRT-RED-36_M,B01NCADR92,X0019TWVKJ,,,,,,,22.5
7-SAR6-SKIRT-RED-36_L,B01N2K3YVS,X0019ST9CN,,,,,,,22.5
7-SAR6-SKIRT-RED-36_XL,B01N0H4XIN,X0019SPWQP,,,,,,,22.5
8-SAR6-SKIRT-ROSE-52_S,B01MQMD00W,X0019SWUZV,,,,,,,22.5
8-SAR6-SKIRT-ROSE-52_M,B01MQMD00X,X0019V4RYF,,,,,,,22.5
8-SAR6-SKIRT-ROSE-52_L,B01N1ILTX6,X0019ST9CD,,,,,,,22.5
8-SAR6-SKIRT-ROSE-52_XL,B01MQMD00Z,X0019SPWQ5,,,,,,,22.5
9-SAR3-BTCUF-BLK-65,B016342342,X000VBS9N9,BTCUF28-BLK-SAR303,,,,,,6
7-SAR3-BTCUF-WHT-90,B0163424IW,X000VBS9JD,BTCUF15-WHT-SAR981,,,,,,6
2-SAR3-BTCUF-GRY-09,B0163425TU,X000VBS9KR,BTCUF10-GRY-SAR286,,,,,,6
5-SAR3-BTCUF-RED-01,B016341RYE,X000VBS9IJ,BTCUF25-RED-SAR276,,,,,,6
